operation_id,order_id,processing_time,fulfillment_time,delivery_time,inventory_level,inventory_turnover,sla_target,sla_actual,sla_status
OPS-009239,ORD-009239,4.0,1.8,6.4,371,9.19,5.0,6.6,Breached
OPS-010112,ORD-010112,0.5,7.2,5.1,731,8.46,5.0,5.4,Breached
OPS-000046,ORD-000046,3.6,2.7,1.8,1549,7.51,5.0,2.1,Met
OPS-006417,ORD-006417,2.3,6.1,1.9,121,9.93,5.0,2.2,Met
OPS-003004,ORD-003004,0.7,7.4,6.7,1816,9.93,5.0,7.0,Breached
OPS-009719,ORD-009719,2.6,7.0,3.0,187,9.67,5.0,3.4,Met
OPS-004593,ORD-004593,2.7,1.4,3.8,1668,12.93,5.0,4.0,Met
OPS-002563,ORD-002563,3.7,7.2,4.6,284,11.63,5.0,5.1,Breached
OPS-012167,ORD-012167,1.8,4.7,2.3,620,7.58,5.0,2.6,Met
OPS-001259,ORD-001259,1.4,3.2,3.4,1510,8.87,5.0,3.6,Met
OPS-001837,ORD-001837,3.5,1.6,4.2,1725,5.03,5.0,4.4,Met
OPS-008464,ORD-008464,0.9,7.8,2.3,1490,9.47,5.0,2.7,Met
OPS-001044,ORD-001044,0.6,1.2,4.2,1674,8.13,5.0,4.3,Met
OPS-006786,ORD-006786,3.3,6.7,1.6,1598,9.91,5.0,2.0,Met
OPS-009091,ORD-009091,0.9,1.3,4.5,1709,5.35,5.0,4.6,Met
OPS-010014,ORD-010014,2.4,4.1,5.8,592,9.82,5.0,6.1,Breached
OPS-000187,ORD-000187,3.4,3.3,1.8,1908,13.33,5.0,2.1,Met
OPS-001443,ORD-001443,3.8,1.2,4.3,1790,7.45,5.0,4.5,Met
OPS-002318,ORD-002318,1.1,1.6,2.3,584,14.0,5.0,2.4,Met
OPS-003988,ORD-003988,1.9,4.0,4.5,1968,5.25,5.0,4.7,Met
OPS-001270,ORD-001270,1.6,7.8,6.8,1778,9.64,5.0,7.2,Breached
OPS-009180,ORD-009180,2.0,3.1,4.1,350,11.8,5.0,4.3,Met
OPS-009628,ORD-009628,0.9,6.5,4.6,1108,8.98,5.0,4.9,Met
OPS-004012,ORD-004012,2.3,7.6,2.5,862,11.52,5.0,2.9,Met
OPS-002111,ORD-002111,2.5,4.2,2.3,835,12.09,5.0,2.6,Met
OPS-011154,ORD-011154,2.1,6.9,3.9,1168,5.74,5.0,4.3,Met
OPS-010905,ORD-010905,0.9,6.1,3.0,1295,5.3,5.0,3.3,Met
OPS-008044,ORD-008044,1.2,1.1,3.5,1927,11.44,5.0,3.6,Met
OPS-000782,ORD-000782,2.4,4.0,4.5,285,5.81,5.0,4.8,Met
OPS-011462,ORD-011462,1.6,4.1,5.8,1567,10.22,5.0,6.0,Breached
OPS-010666,ORD-010666,2.1,2.3,1.2,923,12.32,5.0,1.4,Met
OPS-004440,ORD-004440,2.4,7.5,5.0,705,8.63,5.0,5.4,Breached
OPS-007405,ORD-007405,3.5,4.5,5.7,1791,12.12,5.0,6.0,Breached
OPS-008553,ORD-008553,2.8,6.5,6.7,1085,12.2,5.0,7.1,Breached
OPS-001749,ORD-001749,2.4,5.7,6.7,1989,12.81,5.0,7.0,Breached
OPS-002495,ORD-002495,2.3,1.0,1.6,937,11.47,5.0,1.7,Met
OPS-011715,ORD-011715,0.8,6.7,1.0,1257,4.37,5.0,1.3,Met
OPS-004265,ORD-004265,0.7,4.1,2.8,814,5.06,5.0,3.0,Met
OPS-009520,ORD-009520,2.8,1.5,5.1,756,5.07,5.0,5.3,Breached
OPS-000287,ORD-000287,2.0,4.2,5.7,1223,6.47,5.0,6.0,Breached
OPS-009671,ORD-009671,3.2,7.0,3.3,1360,11.24,5.0,3.7,Met
OPS-002964,ORD-002964,3.5,6.0,2.5,1273,4.84,5.0,2.9,Met
OPS-003980,ORD-003980,0.7,7.6,6.7,282,7.22,5.0,7.0,Breached
OPS-005486,ORD-005486,0.5,2.6,4.0,1266,13.36,5.0,4.1,Met
OPS-006046,ORD-006046,1.9,4.1,1.7,923,12.95,5.0,1.9,Met
OPS-003015,ORD-003015,0.8,1.1,5.6,685,12.98,5.0,5.7,Breached
OPS-005667,ORD-005667,1.5,4.9,4.8,694,7.92,5.0,5.1,Breached
OPS-002354,ORD-002354,2.0,6.5,4.9,1308,10.21,5.0,5.3,Breached
OPS-000409,ORD-000409,1.1,7.3,3.5,1072,5.36,5.0,3.9,Met
OPS-007914,ORD-007914,3.0,3.3,5.7,1603,8.37,5.0,6.0,Breached
OPS-006382,ORD-006382,1.7,5.8,1.9,768,6.69,5.0,2.2,Met
OPS-008983,ORD-008983,2.4,4.2,5.7,732,8.0,5.0,6.0,Breached
OPS-010528,ORD-010528,2.6,5.7,3.6,716,8.97,5.0,3.9,Met
OPS-005961,ORD-005961,1.9,1.4,4.7,1691,10.38,5.0,4.8,Met
OPS-007370,ORD-007370,1.5,1.1,4.3,610,5.89,5.0,4.4,Met
OPS-011644,ORD-011644,3.1,5.1,1.9,780,12.39,5.0,2.2,Met
OPS-001679,ORD-001679,1.0,1.3,4.9,1733,6.98,5.0,5.0,Met
OPS-009409,ORD-009409,2.8,4.0,2.1,497,6.61,5.0,2.4,Met
OPS-004697,ORD-004697,2.4,3.0,6.0,1171,13.24,5.0,6.2,Breached
OPS-011008,ORD-011008,2.8,5.1,2.5,1015,11.22,5.0,2.8,Met
OPS-010849,ORD-010849,2.8,3.7,6.8,166,6.63,5.0,7.1,Breached
OPS-004124,ORD-004124,0.6,4.3,6.4,581,7.27,5.0,6.6,Breached
OPS-008682,ORD-008682,2.3,2.9,2.6,353,5.26,5.0,2.8,Met
OPS-012416,ORD-012416,1.9,5.7,5.7,1040,4.45,5.0,6.0,Breached
OPS-010506,ORD-010506,2.4,4.3,4.4,1178,9.68,5.0,4.7,Met
OPS-006441,ORD-006441,2.6,2.5,5.5,1198,5.06,5.0,5.7,Breached
OPS-011024,ORD-011024,1.8,6.4,6.7,1435,12.41,5.0,7.0,Breached
OPS-004122,ORD-004122,0.6,5.7,2.3,1264,4.56,5.0,2.6,Met
OPS-001100,ORD-001100,3.4,5.0,4.2,1564,6.31,5.0,4.5,Met
OPS-010668,ORD-010668,3.2,3.5,2.8,438,9.05,5.0,3.1,Met
OPS-002222,ORD-002222,3.2,3.1,5.1,642,6.56,5.0,5.4,Breached
OPS-010465,ORD-010465,3.5,6.6,6.0,1904,8.83,5.0,6.4,Breached
OPS-004187,ORD-004187,1.9,7.3,4.9,1443,4.9,5.0,5.3,Breached
OPS-004829,ORD-004829,3.6,2.3,4.2,1093,10.13,5.0,4.4,Met
OPS-006130,ORD-006130,4.0,3.1,1.3,1011,7.5,5.0,1.6,Met
OPS-005877,ORD-005877,4.0,2.8,4.9,1004,11.92,5.0,5.2,Breached
OPS-010552,ORD-010552,2.6,2.2,2.7,182,9.89,5.0,2.9,Met
OPS-001418,ORD-001418,0.7,1.4,1.5,1378,7.5,5.0,1.6,Met
OPS-011808,ORD-011808,3.3,2.0,6.6,101,11.31,5.0,6.8,Breached
OPS-010878,ORD-010878,1.0,3.1,1.6,442,8.95,5.0,1.8,Met
OPS-010764,ORD-010764,3.3,2.7,3.3,1869,9.25,5.0,3.5,Met
OPS-012397,ORD-012397,2.2,5.1,4.5,684,7.55,5.0,4.8,Met
OPS-008250,ORD-008250,2.4,6.7,4.7,614,12.27,5.0,5.1,Breached
OPS-006868,ORD-006868,1.1,1.4,3.5,846,12.97,5.0,3.6,Met
OPS-005789,ORD-005789,3.7,6.6,3.4,1712,10.15,5.0,3.8,Met
OPS-005131,ORD-005131,1.2,4.7,5.1,1057,9.23,5.0,5.3,Breached
OPS-010283,ORD-010283,3.2,6.9,6.9,1083,4.44,5.0,7.3,Breached
OPS-000158,ORD-000158,3.2,4.3,4.9,1173,4.64,5.0,5.2,Breached
OPS-009161,ORD-009161,3.8,2.2,4.3,1992,7.51,5.0,4.5,Met
OPS-004731,ORD-004731,0.6,4.4,3.1,1656,13.3,5.0,3.3,Met
OPS-000591,ORD-000591,1.7,7.9,1.3,1312,7.54,5.0,1.7,Met
OPS-009809,ORD-009809,2.5,4.6,4.9,1741,8.8,5.0,5.2,Breached
OPS-001590,ORD-001590,1.5,7.7,6.5,1564,6.21,5.0,6.9,Breached
OPS-008839,ORD-008839,1.5,3.3,5.1,1290,11.89,5.0,5.3,Breached
OPS-004423,ORD-004423,0.7,1.8,6.1,678,13.31,5.0,6.2,Breached
OPS-002207,ORD-002207,3.8,6.6,2.0,1026,4.3,5.0,2.4,Met
OPS-008142,ORD-008142,2.4,6.5,4.9,1541,4.33,5.0,5.3,Breached
OPS-010469,ORD-010469,1.9,7.6,1.2,1739,8.05,5.0,1.6,Met
OPS-002360,ORD-002360,3.9,3.7,3.6,1557,10.46,5.0,3.9,Met
OPS-012339,ORD-012339,1.3,7.7,2.4,1034,4.78,5.0,2.8,Met
OPS-007023,ORD-007023,1.9,3.5,1.4,914,10.86,5.0,1.6,Met
OPS-012408,ORD-012408,3.6,3.5,4.5,1064,6.3,5.0,4.8,Met
OPS-004718,ORD-004718,2.8,3.9,6.9,1259,12.74,5.0,7.2,Breached
OPS-006907,ORD-006907,0.7,4.5,7.0,1099,12.7,5.0,7.2,Breached
OPS-012356,ORD-012356,1.5,2.9,1.7,1271,6.85,5.0,1.9,Met
OPS-000088,ORD-000088,3.2,3.3,3.6,570,11.1,5.0,3.9,Met
OPS-010147,ORD-010147,1.3,7.4,3.7,564,12.21,5.0,4.1,Met
OPS-006972,ORD-006972,1.1,3.4,4.7,1866,4.94,5.0,4.9,Met
OPS-009253,ORD-009253,3.1,4.2,1.2,409,10.28,5.0,1.5,Met
OPS-008826,ORD-008826,1.4,3.6,2.1,442,11.56,5.0,2.3,Met
OPS-000731,ORD-000731,0.8,2.0,1.5,904,13.88,5.0,1.6,Met
OPS-006895,ORD-006895,1.5,4.2,6.5,1675,11.66,5.0,6.7,Breached
OPS-007890,ORD-007890,1.0,1.4,3.5,1921,9.2,5.0,3.6,Met
OPS-009721,ORD-009721,2.3,2.0,4.9,1148,8.46,5.0,5.1,Breached
OPS-009047,ORD-009047,1.6,6.7,5.1,828,10.98,5.0,5.4,Breached
OPS-003604,ORD-003604,3.8,2.3,5.2,491,12.18,5.0,5.5,Breached
OPS-008292,ORD-008292,0.6,7.1,1.8,1031,8.53,5.0,2.1,Met
OPS-010785,ORD-010785,2.7,4.6,2.1,500,9.62,5.0,2.4,Met
OPS-009412,ORD-009412,0.8,5.2,6.2,893,5.39,5.0,6.5,Breached
OPS-005845,ORD-005845,0.8,1.6,3.2,982,12.38,5.0,3.3,Met
OPS-000717,ORD-000717,1.8,1.9,5.9,1096,9.64,5.0,6.1,Breached
OPS-000210,ORD-000210,3.3,5.6,4.4,240,8.5,5.0,4.8,Met
OPS-001401,ORD-001401,0.8,3.7,6.9,1869,8.03,5.0,7.1,Breached
OPS-007965,ORD-007965,1.5,4.4,1.6,462,7.24,5.0,1.8,Met
OPS-002068,ORD-002068,3.3,2.7,4.3,364,8.59,5.0,4.5,Met
OPS-006695,ORD-006695,1.5,3.4,3.7,801,10.16,5.0,3.9,Met
OPS-006552,ORD-006552,2.5,5.7,3.5,263,12.62,5.0,3.8,Met
OPS-008191,ORD-008191,1.3,5.2,6.6,1841,5.44,5.0,6.9,Breached
OPS-012179,ORD-012179,1.4,1.5,5.1,890,4.9,5.0,5.2,Breached
OPS-004004,ORD-004004,1.2,6.7,3.5,277,9.16,5.0,3.8,Met
OPS-004210,ORD-004210,1.3,2.2,2.5,1048,8.06,5.0,2.6,Met
OPS-002982,ORD-002982,3.2,2.2,4.9,1971,5.83,5.0,5.1,Breached
OPS-009677,ORD-009677,1.1,7.1,3.3,1374,12.23,5.0,3.6,Met
OPS-007923,ORD-007923,3.3,7.0,3.2,503,7.6,5.0,3.6,Met
OPS-008988,ORD-008988,2.6,6.3,1.2,554,9.63,5.0,1.6,Met
OPS-009769,ORD-009769,2.4,7.4,3.6,777,7.58,5.0,4.0,Met
OPS-004739,ORD-004739,0.9,1.1,3.4,248,8.33,5.0,3.5,Met
OPS-004053,ORD-004053,2.5,8.0,5.9,651,9.78,5.0,6.3,Breached
OPS-010969,ORD-010969,3.3,3.2,2.5,103,12.55,5.0,2.8,Met
OPS-004538,ORD-004538,1.5,5.2,2.2,1519,5.36,5.0,2.5,Met
OPS-004104,ORD-004104,3.8,6.4,1.6,1418,9.58,5.0,2.0,Met
OPS-002651,ORD-002651,2.8,2.0,3.9,762,6.12,5.0,4.1,Met
OPS-001901,ORD-001901,3.0,7.0,5.2,906,12.67,5.0,5.6,Breached
OPS-002896,ORD-002896,3.7,2.3,5.7,990,9.8,5.0,6.0,Breached
OPS-004463,ORD-004463,3.1,4.1,2.8,895,13.37,5.0,3.1,Met
OPS-005284,ORD-005284,2.8,4.2,6.2,422,7.06,5.0,6.5,Breached
OPS-012420,ORD-012420,1.5,3.2,3.6,144,9.4,5.0,3.8,Met
OPS-012372,ORD-012372,2.3,1.3,5.2,502,5.47,5.0,5.4,Breached
OPS-004396,ORD-004396,1.4,5.7,2.4,1741,7.37,5.0,2.7,Met
OPS-009990,ORD-009990,3.2,5.9,5.8,848,4.14,5.0,6.2,Breached
OPS-005268,ORD-005268,3.0,1.7,4.7,580,5.48,5.0,4.9,Met
OPS-004766,ORD-004766,3.6,1.7,6.0,570,5.48,5.0,6.2,Breached
OPS-005254,ORD-005254,2.7,2.8,7.0,1525,7.27,5.0,7.2,Breached
OPS-002526,ORD-002526,2.2,4.9,2.3,1093,9.92,5.0,2.6,Met
OPS-000286,ORD-000286,2.2,4.7,2.2,1618,5.41,5.0,2.5,Met
OPS-000751,ORD-000751,3.4,4.8,3.1,372,12.99,5.0,3.4,Met
OPS-007769,ORD-007769,1.5,5.0,3.4,1029,13.23,5.0,3.7,Met
OPS-011559,ORD-011559,1.1,1.6,2.2,457,4.02,5.0,2.3,Met
OPS-009422,ORD-009422,0.9,3.3,1.9,1285,11.55,5.0,2.1,Met
OPS-009297,ORD-009297,0.6,6.8,5.8,1513,8.3,5.0,6.1,Breached
OPS-003189,ORD-003189,1.6,4.0,6.7,577,8.42,5.0,6.9,Breached
OPS-005479,ORD-005479,1.7,6.8,3.5,1891,9.57,5.0,3.9,Met
OPS-002166,ORD-002166,0.9,7.5,2.2,1397,8.65,5.0,2.6,Met
OPS-009235,ORD-009235,1.7,6.3,2.6,352,11.09,5.0,2.9,Met
OPS-006987,ORD-006987,0.7,5.5,1.8,792,6.63,5.0,2.1,Met
OPS-010275,ORD-010275,1.0,2.6,6.1,207,12.8,5.0,6.2,Breached
OPS-002871,ORD-002871,2.6,4.0,3.4,221,12.39,5.0,3.7,Met
OPS-005669,ORD-005669,3.8,4.8,1.3,1032,8.77,5.0,1.7,Met
OPS-008441,ORD-008441,3.1,3.7,1.2,1528,6.26,5.0,1.5,Met
OPS-007219,ORD-007219,2.2,4.7,2.5,1213,11.24,5.0,2.8,Met
OPS-002188,ORD-002188,1.0,4.2,5.2,1501,8.43,5.0,5.4,Breached
OPS-010560,ORD-010560,0.6,6.7,1.1,685,13.69,5.0,1.4,Met
OPS-000234,ORD-000234,2.7,3.8,6.8,620,8.22,5.0,7.1,Breached
OPS-002624,ORD-002624,2.8,4.5,2.5,921,6.05,5.0,2.8,Met
OPS-012073,ORD-012073,3.0,7.4,4.9,1929,13.62,5.0,5.3,Breached
OPS-003312,ORD-003312,0.8,3.5,6.1,1354,12.95,5.0,6.3,Breached
OPS-009659,ORD-009659,1.2,3.1,5.7,886,4.9,5.0,5.9,Breached
OPS-007852,ORD-007852,0.6,4.4,4.9,1417,11.74,5.0,5.1,Breached
OPS-001738,ORD-001738,1.8,2.3,1.4,1421,12.64,5.0,1.6,Met
OPS-007546,ORD-007546,1.7,7.5,5.8,1777,12.65,5.0,6.2,Breached
OPS-008677,ORD-008677,3.1,4.2,1.4,399,9.93,5.0,1.7,Met
OPS-007616,ORD-007616,3.0,3.6,1.7,1412,8.59,5.0,2.0,Met
OPS-010890,ORD-010890,2.5,3.2,4.5,393,7.33,5.0,4.7,Met
OPS-010158,ORD-010158,4.0,4.5,3.1,276,6.17,5.0,3.5,Met
OPS-010597,ORD-010597,3.6,5.5,2.1,1480,12.6,5.0,2.5,Met
OPS-006210,ORD-006210,1.5,3.1,2.0,578,6.51,5.0,2.2,Met
OPS-002060,ORD-002060,3.3,2.8,3.4,1674,8.15,5.0,3.7,Met
OPS-001540,ORD-001540,3.2,7.3,6.8,1997,11.91,5.0,7.2,Breached
OPS-005424,ORD-005424,1.6,1.1,3.8,439,4.44,5.0,3.9,Met
OPS-001352,ORD-001352,1.6,1.0,1.3,1800,4.22,5.0,1.4,Met
OPS-006885,ORD-006885,4.0,3.5,2.7,381,12.95,5.0,3.0,Met
OPS-006980,ORD-006980,1.6,1.1,3.8,1597,9.8,5.0,3.9,Met
OPS-001927,ORD-001927,3.9,2.3,1.3,555,5.22,5.0,1.6,Met
OPS-010715,ORD-010715,0.5,1.1,6.4,1416,7.27,5.0,6.5,Breached
OPS-008410,ORD-008410,3.4,2.1,1.6,433,6.47,5.0,1.8,Met
OPS-003454,ORD-003454,0.5,6.2,2.0,731,11.19,5.0,2.3,Met
OPS-010833,ORD-010833,1.5,1.7,1.7,1291,5.86,5.0,1.8,Met
OPS-009900,ORD-009900,1.2,5.6,5.3,1359,9.86,5.0,5.6,Breached
OPS-010089,ORD-010089,3.0,3.6,3.2,1649,9.49,5.0,3.5,Met
OPS-006364,ORD-006364,1.9,1.7,4.5,442,12.42,5.0,4.7,Met
OPS-006960,ORD-006960,3.3,3.9,4.3,661,5.14,5.0,4.6,Met
OPS-002010,ORD-002010,3.9,7.4,3.1,1168,10.24,5.0,3.6,Met
OPS-000282,ORD-000282,3.1,6.8,4.9,1693,13.06,5.0,5.3,Breached
OPS-010612,ORD-010612,1.0,1.8,1.7,276,10.72,5.0,1.8,Met
OPS-001254,ORD-001254,1.0,2.1,2.2,1569,4.8,5.0,2.3,Met
OPS-009563,ORD-009563,2.3,4.7,1.7,347,8.01,5.0,2.0,Met
OPS-006532,ORD-006532,1.0,1.7,2.8,1371,5.35,5.0,2.9,Met
OPS-000590,ORD-000590,2.2,5.4,1.7,1686,4.4,5.0,2.0,Met
OPS-011422,ORD-011422,1.7,1.4,5.5,1809,13.75,5.0,5.6,Breached
OPS-005926,ORD-005926,2.5,3.1,3.6,859,8.35,5.0,3.8,Met
OPS-011972,ORD-011972,1.2,5.9,2.3,674,13.8,5.0,2.6,Met
OPS-008576,ORD-008576,1.3,7.8,2.6,1257,8.41,5.0,3.0,Met
OPS-010292,ORD-010292,3.4,3.0,1.5,1801,9.46,5.0,1.8,Met
OPS-001219,ORD-001219,3.1,5.5,1.3,1093,4.7,5.0,1.7,Met
OPS-003890,ORD-003890,3.9,6.1,6.4,476,4.7,5.0,6.8,Breached
OPS-007251,ORD-007251,3.5,4.2,2.5,1372,4.76,5.0,2.8,Met
OPS-011570,ORD-011570,3.7,7.4,1.9,523,13.18,5.0,2.4,Met
OPS-008481,ORD-008481,1.9,1.3,5.3,638,5.55,5.0,5.4,Breached
OPS-004419,ORD-004419,0.7,1.5,5.3,209,13.08,5.0,5.4,Breached
OPS-002529,ORD-002529,2.0,6.4,4.7,1630,13.16,5.0,5.0,Met
OPS-005855,ORD-005855,2.2,6.6,2.4,727,13.45,5.0,2.8,Met
OPS-010194,ORD-010194,0.7,1.6,2.8,329,12.43,5.0,2.9,Met
OPS-005883,ORD-005883,2.3,4.5,3.7,561,5.03,5.0,4.0,Met
OPS-008919,ORD-008919,2.1,5.6,2.0,1231,7.59,5.0,2.3,Met
OPS-008254,ORD-008254,1.0,1.6,2.1,242,4.38,5.0,2.2,Met
OPS-011630,ORD-011630,1.9,3.8,4.6,1073,7.34,5.0,4.8,Met
OPS-008796,ORD-008796,1.4,6.3,7.0,1026,8.71,5.0,7.3,Breached
OPS-009922,ORD-009922,2.1,4.2,1.3,1286,7.87,5.0,1.6,Met
OPS-010221,ORD-010221,1.0,1.5,5.1,1857,4.1,5.0,5.2,Breached
OPS-001913,ORD-001913,1.4,7.5,1.6,1483,12.44,5.0,2.0,Met
OPS-011648,ORD-011648,2.2,2.2,3.5,571,6.42,5.0,3.7,Met
OPS-011223,ORD-011223,3.7,6.4,6.0,1210,5.61,5.0,6.4,Breached
OPS-005726,ORD-005726,1.0,1.2,4.1,906,9.41,5.0,4.2,Met
OPS-005170,ORD-005170,0.7,1.9,5.2,302,13.06,5.0,5.3,Breached
OPS-010404,ORD-010404,1.7,3.5,1.2,843,10.97,5.0,1.4,Met
OPS-008105,ORD-008105,3.9,7.5,5.6,1144,13.28,5.0,6.1,Breached
OPS-010526,ORD-010526,1.2,7.2,4.7,720,9.11,5.0,5.0,Met
OPS-000406,ORD-000406,2.8,3.2,5.3,1467,7.79,5.0,5.5,Breached
OPS-012216,ORD-012216,2.7,5.8,6.0,663,11.04,5.0,6.4,Breached
OPS-008001,ORD-008001,2.1,1.8,1.4,1675,9.34,5.0,1.6,Met
OPS-006594,ORD-006594,3.0,2.3,6.7,1721,4.06,5.0,6.9,Breached
OPS-000407,ORD-000407,3.7,6.7,4.0,435,7.95,5.0,4.4,Met
OPS-005352,ORD-005352,0.9,6.2,1.7,1042,11.09,5.0,2.0,Met
OPS-011840,ORD-011840,1.3,5.6,6.6,1706,13.81,5.0,6.9,Breached
OPS-003402,ORD-003402,3.1,1.5,6.6,309,6.98,5.0,6.8,Breached
OPS-005500,ORD-005500,2.6,1.6,4.7,391,5.85,5.0,4.9,Met
OPS-007258,ORD-007258,2.5,3.2,2.7,930,8.03,5.0,2.9,Met
OPS-004990,ORD-004990,3.7,7.7,2.0,1905,4.67,5.0,2.5,Met
OPS-009618,ORD-009618,1.7,3.9,4.5,1639,13.99,5.0,4.7,Met
OPS-010529,ORD-010529,0.7,4.9,1.6,270,10.18,5.0,1.8,Met
OPS-010902,ORD-010902,2.1,6.6,3.5,940,13.13,5.0,3.9,Met
OPS-002612,ORD-002612,3.9,7.6,3.4,344,12.69,5.0,3.9,Met
OPS-000605,ORD-000605,0.8,3.9,2.8,1559,4.49,5.0,3.0,Met
OPS-006326,ORD-006326,1.6,3.7,5.7,788,8.42,5.0,5.9,Breached
OPS-004626,ORD-004626,1.5,2.6,3.4,1573,10.57,5.0,3.6,Met
OPS-011086,ORD-011086,1.7,4.6,2.2,404,8.26,5.0,2.5,Met
OPS-004412,ORD-004412,3.0,4.0,4.7,474,7.82,5.0,5.0,Met
OPS-007877,ORD-007877,2.0,1.0,4.6,635,13.26,5.0,4.7,Met
OPS-009433,ORD-009433,3.8,4.4,2.1,987,11.11,5.0,2.4,Met
OPS-004572,ORD-004572,1.2,1.0,4.5,239,9.79,5.0,4.6,Met
OPS-006145,ORD-006145,2.6,8.0,3.0,1330,7.79,5.0,3.4,Met
OPS-003930,ORD-003930,1.9,5.1,4.7,912,8.04,5.0,5.0,Met
OPS-004347,ORD-004347,0.9,7.9,4.6,902,5.89,5.0,5.0,Met
OPS-003644,ORD-003644,2.0,4.6,2.8,1092,6.84,5.0,3.1,Met
OPS-000971,ORD-000971,2.5,7.9,1.8,811,5.12,5.0,2.2,Met
OPS-011311,ORD-011311,2.1,1.1,3.9,265,8.93,5.0,4.0,Met
OPS-003661,ORD-003661,2.9,6.8,2.3,1400,7.91,5.0,2.7,Met
OPS-010647,ORD-010647,3.6,1.1,4.0,1786,10.45,5.0,4.2,Met
OPS-011786,ORD-011786,0.5,6.4,3.3,1650,7.61,5.0,3.6,Met
OPS-007164,ORD-007164,0.6,4.8,4.7,1398,9.65,5.0,4.9,Met
OPS-008221,ORD-008221,1.6,3.2,5.1,1328,11.79,5.0,5.3,Breached
OPS-004559,ORD-004559,3.7,5.4,3.5,549,12.08,5.0,3.9,Met
OPS-007080,ORD-007080,1.8,3.5,2.1,1027,10.4,5.0,2.3,Met
OPS-004026,ORD-004026,0.8,4.2,6.4,134,4.31,5.0,6.6,Breached
OPS-007241,ORD-007241,3.2,6.0,4.0,1156,12.45,5.0,4.4,Met
OPS-007596,ORD-007596,1.9,2.5,1.1,106,12.98,5.0,1.3,Met
OPS-005417,ORD-005417,1.9,5.7,3.6,1047,6.7,5.0,3.9,Met
OPS-000903,ORD-000903,2.3,1.5,6.3,1100,12.35,5.0,6.5,Breached
OPS-001403,ORD-001403,2.6,4.2,6.1,1680,11.04,5.0,6.4,Breached
OPS-011265,ORD-011265,0.6,4.4,1.3,1498,9.97,5.0,1.5,Met
OPS-008182,ORD-008182,2.8,2.9,5.3,662,13.99,5.0,5.5,Breached
OPS-002825,ORD-002825,2.0,2.2,2.5,424,4.35,5.0,2.7,Met
OPS-008029,ORD-008029,3.2,2.2,3.1,344,6.26,5.0,3.3,Met
OPS-010105,ORD-010105,1.2,6.2,3.2,1086,8.35,5.0,3.5,Met
OPS-004413,ORD-004413,0.6,7.0,6.5,1633,7.43,5.0,6.8,Breached
OPS-004641,ORD-004641,2.2,6.7,4.9,1643,6.21,5.0,5.3,Breached
OPS-004913,ORD-004913,3.0,2.4,1.5,969,9.41,5.0,1.7,Met
OPS-006084,ORD-006084,3.1,4.1,6.1,1865,5.85,5.0,6.4,Breached
OPS-001518,ORD-001518,1.6,6.7,2.9,1721,10.28,5.0,3.2,Met
OPS-007701,ORD-007701,0.7,6.4,2.9,839,12.69,5.0,3.2,Met
OPS-007242,ORD-007242,0.7,3.1,6.1,633,9.15,5.0,6.3,Breached
OPS-005060,ORD-005060,1.2,2.1,6.1,661,11.97,5.0,6.2,Breached
OPS-011369,ORD-011369,1.3,5.5,1.0,1365,7.03,5.0,1.3,Met
OPS-010579,ORD-010579,1.8,4.4,1.1,126,14.0,5.0,1.4,Met
OPS-012163,ORD-012163,3.3,4.2,5.5,1177,8.22,5.0,5.8,Breached
OPS-004713,ORD-004713,2.3,7.5,6.4,1392,8.29,5.0,6.8,Breached
OPS-007699,ORD-007699,3.8,5.2,3.0,1105,11.41,5.0,3.4,Met
OPS-003246,ORD-003246,3.3,6.3,2.9,1497,4.33,5.0,3.3,Met
OPS-004507,ORD-004507,1.2,4.0,4.5,1491,5.76,5.0,4.7,Met
OPS-010875,ORD-010875,3.5,6.7,3.6,938,9.97,5.0,4.0,Met
OPS-006271,ORD-006271,2.4,2.2,3.5,496,11.36,5.0,3.7,Met
OPS-012139,ORD-012139,3.5,1.3,2.0,529,8.85,5.0,2.2,Met
OPS-002168,ORD-002168,0.9,4.3,6.9,1602,11.79,5.0,7.1,Breached
OPS-011150,ORD-011150,1.1,2.7,3.3,1051,12.48,5.0,3.5,Met
OPS-007294,ORD-007294,1.0,3.3,6.1,1631,11.33,5.0,6.3,Breached
OPS-010518,ORD-010518,1.1,5.8,5.8,1894,12.3,5.0,6.1,Breached
OPS-011081,ORD-011081,1.0,5.6,2.2,1268,7.21,5.0,2.5,Met
OPS-006545,ORD-006545,1.2,4.3,6.8,1793,6.38,5.0,7.0,Breached
OPS-004844,ORD-004844,3.5,5.4,1.6,624,9.06,5.0,2.0,Met
OPS-010097,ORD-010097,0.7,6.4,6.9,1928,5.52,5.0,7.2,Breached
OPS-006360,ORD-006360,2.9,7.8,4.7,753,5.85,5.0,5.1,Breached
OPS-001517,ORD-001517,2.5,3.7,4.4,1972,7.17,5.0,4.7,Met
OPS-012254,ORD-012254,1.8,7.6,1.6,403,6.7,5.0,2.0,Met
OPS-008803,ORD-008803,3.8,2.6,5.2,1850,7.37,5.0,5.5,Breached
OPS-011394,ORD-011394,0.8,5.9,2.3,1406,6.37,5.0,2.6,Met
OPS-008284,ORD-008284,2.2,2.7,3.8,1189,11.08,5.0,4.0,Met
OPS-005809,ORD-005809,3.1,1.6,6.2,1209,11.87,5.0,6.4,Breached
